epoch,accuracy,learning_rate,loss,precision_134,recall_134,val_accuracy,val_loss,val_precision_134,val_recall_134
0,0.7423580884933472,0.0014203893952071667,0.5864152908325195,0.6806853413581848,0.7457337975502014,0.895348846912384,0.32954585552215576,0.8775510191917419,0.8775510191917419
1,0.8391557335853577,0.0014203893952071667,0.4253023862838745,0.8087986707687378,0.8156996369361877,0.9011628031730652,0.2889920175075531,0.884353756904602,0.884353756904602
2,0.8435225486755371,0.0014203893952071667,0.40172335505485535,0.8181818127632141,0.8139931559562683,0.9011628031730652,0.27217647433280945,0.8692810535430908,0.9047619104385376
3,0.8515284061431885,0.0014203893952071667,0.35679566860198975,0.8215488195419312,0.8327645063400269,0.9098837375640869,0.24879856407642365,0.8766233921051025,0.918367326259613
4,0.8813682794570923,0.0014203893952071667,0.3394019305706024,0.8615384697914124,0.8600682616233826,0.9186046719551086,0.23551855981349945,0.9103448390960693,0.8979591727256775
5,0.875545859336853,0.0014203893952071667,0.3391787111759186,0.8646748661994934,0.8395904302597046,0.9244186282157898,0.2290688455104828,0.9230769276618958,0.8979591727256775
6,0.8901019096374512,0.0014203893952071667,0.30471956729888916,0.8743545413017273,0.8668941855430603,0.930232584476471,0.2233595997095108,0.9127516746520996,0.9251700639724731
7,0.88064044713974,0.0014203893952071667,0.3308597207069397,0.8637930750846863,0.8549488186836243,0.9418604373931885,0.21903946995735168,0.926174521446228,0.9387755393981934
8,0.8879184722900391,0.0014203893952071667,0.31631752848625183,0.8661016821861267,0.8720136284828186,0.944767415523529,0.213820219039917,0.9444444179534912,0.9251700639724731
9,0.8973799347877502,0.0014203893952071667,0.30484020709991455,0.8856152296066284,0.8720136284828186,0.9418604373931885,0.2076943814754486,0.9379310607910156,0.9251700639724731
10,0.8893740773200989,0.0014203893952071667,0.31805184483528137,0.8690476417541504,0.8720136284828186,0.9505813717842102,0.2017631083726883,0.9452054500579834,0.9387755393981934
11,0.8973799347877502,0.0014203893952071667,0.2832506000995636,0.8752108216285706,0.8856655359268188,0.944767415523529,0.19429761171340942,0.9383561611175537,0.9319728016853333
12,0.8959243297576904,0.0014203893952071667,0.2816535532474518,0.8735244274139404,0.8839590549468994,0.9476743936538696,0.1935458481311798,0.9387755393981934,0.9387755393981934
13,0.9010189175605774,0.0014203893952071667,0.28411659598350525,0.8826530575752258,0.8856655359268188,0.944767415523529,0.19443649053573608,0.9444444179534912,0.9251700639724731
14,0.903930127620697,0.0014203893952071667,0.2731243371963501,0.8847457766532898,0.8907849788665771,0.9534883499145508,0.1876271516084671,0.9395973086357117,0.9523809552192688
15,0.9250363707542419,0.0014203893952071667,0.2539493143558502,0.9114139676094055,0.9129692912101746,0.9476743936538696,0.1837645024061203,0.9387755393981934,0.9387755393981934
16,0.9170305728912354,0.0014203893952071667,0.25987252593040466,0.8999999761581421,0.9061433672904968,0.9534883499145508,0.17982588708400726,0.9455782175064087,0.9455782175064087
17,0.9213973879814148,0.0014203893952071667,0.2487923502922058,0.9078498482704163,0.9078498482704163,0.9418604373931885,0.1796533614397049,0.9440559148788452,0.918367326259613
18,0.9155749678611755,0.0014203893952071667,0.2480894774198532,0.8983050584793091,0.9044368863105774,0.9476743936538696,0.1761254072189331,0.9328858852386475,0.9455782175064087
19,0.9097525477409363,0.0014203893952071667,0.2524336576461792,0.8888888955116272,0.9010238647460938,0.9505813717842102,0.17197126150131226,0.9333333373069763,0.9523809552192688
20,0.9228529930114746,0.0014203893952071667,0.24105148017406464,0.9026845693588257,0.9180887341499329,0.9505813717842102,0.16709044575691223,0.9333333373069763,0.9523809552192688
21,0.9192139506340027,0.0014203893952071667,0.2332909107208252,0.904599666595459,0.9061433672904968,0.9505813717842102,0.16667808592319489,0.9333333373069763,0.9523809552192688
22,0.9243085980415344,0.0014203893952071667,0.236281618475914,0.9198606014251709,0.9010238647460938,0.9476743936538696,0.16608333587646484,0.9328858852386475,0.9455782175064087
23,0.9163027405738831,0.0014203893952071667,0.24219149351119995,0.9039450883865356,0.8993173837661743,0.9505813717842102,0.1700102835893631,0.9391891956329346,0.9455782175064087
24,0.927219808101654,0.0014203893952071667,0.2299942821264267,0.9104729890823364,0.9197952151298523,0.944767415523529,0.16225595772266388,0.9266666769981384,0.9455782175064087
25,0.9221251606941223,0.0014203893952071667,0.23587338626384735,0.9080067873001099,0.9095563292503357,0.9476743936538696,0.1634315848350525,0.9328858852386475,0.9455782175064087
26,0.9221251606941223,0.0014203893952071667,0.22702252864837646,0.9066213965415955,0.9112628102302551,0.9476743936538696,0.16551747918128967,0.9387755393981934,0.9387755393981934
27,0.9286754131317139,0.0014203893952071667,0.21896302700042725,0.9192439913749695,0.9129692912101746,0.9476743936538696,0.16400456428527832,0.9328858852386475,0.9455782175064087
28,0.9301310181617737,0.0014203893952071667,0.21844245493412018,0.9209622144699097,0.914675772190094,0.9476743936538696,0.16224361956119537,0.9328858852386475,0.9455782175064087
29,0.9315866231918335,0.0014203893952071667,0.2067793607711792,0.9212328791618347,0.9180887341499329,0.9534883499145508,0.16179832816123962,0.9395973086357117,0.9523809552192688
30,0.9315866231918335,0.0014203893952071667,0.20379638671875,0.9212328791618347,0.9180887341499329,0.9534883499145508,0.15988750755786896,0.9337748289108276,0.9591836929321289
31,0.927219808101654,0.0014203893952071667,0.2058912217617035,0.914675772190094,0.914675772190094,0.9505813717842102,0.16343563795089722,0.9333333373069763,0.9523809552192688
32,0.9381368160247803,0.0014203893952071667,0.19828994572162628,0.9356521964073181,0.9180887341499329,0.9418604373931885,0.16513113677501678,0.926174521446228,0.9387755393981934
33,0.9344978332519531,0.0014203893952071667,0.20086444914340973,0.9203389883041382,0.92662113904953,0.9418604373931885,0.16397973895072937,0.9319728016853333,0.9319728016853333
34,0.9264919757843018,0.0014203893952071667,0.21594668924808502,0.9145299196243286,0.9129692912101746,0.9360465407371521,0.17262043058872223,0.931034505367279,0.918367326259613
35,0.9294031858444214,0.0014203893952071667,0.20451854169368744,0.9179487228393555,0.9163822531700134,0.9389534592628479,0.17009317874908447,0.931506872177124,0.9251700639724731
36,0.9330422282218933,0.0007101946976035833,0.19824984669685364,0.9186440706253052,0.9249146580696106,0.9389534592628479,0.16883577406406403,0.931506872177124,0.9251700639724731
37,0.948326051235199,0.0007101946976035833,0.1870875209569931,0.9386712312698364,0.9402730464935303,0.9389534592628479,0.16756519675254822,0.9256756901741028,0.9319728016853333
38,0.9468704462051392,0.0007101946976035833,0.17585639655590057,0.9384615421295166,0.9368600845336914,0.9360465407371521,0.16454118490219116,0.9251700639724731,0.9251700639724731
39,0.9417758584022522,0.0007101946976035833,0.18620823323726654,0.930272102355957,0.9334471225738525,0.9389534592628479,0.16518738865852356,0.931506872177124,0.9251700639724731
40,0.9417758584022522,0.0007101946976035833,0.1934821605682373,0.9288135766983032,0.935153603553772,0.9360465407371521,0.16405318677425385,0.9251700639724731,0.9251700639724731
41,0.9425036311149597,0.00035509734880179167,0.18739798665046692,0.9408695697784424,0.9232081770896912,0.944767415523529,0.1628992110490799,0.9324324131011963,0.9387755393981934
42,0.9512372612953186,0.00035509734880179167,0.1706819087266922,0.9405772686004639,0.9453924894332886,0.9418604373931885,0.16395340859889984,0.926174521446228,0.9387755393981934
43,0.9446870684623718,0.00035509734880179167,0.17859525978565216,0.9366438388824463,0.9334471225738525,0.9389534592628479,0.16544678807258606,0.9256756901741028,0.9319728016853333
44,0.948326051235199,0.00035509734880179167,0.16742640733718872,0.9342327117919922,0.9453924894332886,0.9418604373931885,0.165627583861351,0.926174521446228,0.9387755393981934
45,0.9446870684623718,0.00035509734880179167,0.17705616354942322,0.938144326210022,0.9317406415939331,0.9418604373931885,0.1662011295557022,0.926174521446228,0.9387755393981934
46,0.9403202533721924,0.00017754867440089583,0.18854275345802307,0.9271186590194702,0.9334471225738525,0.9418604373931885,0.16611868143081665,0.9319728016853333,0.9319728016853333
47,0.9403202533721924,0.00017754867440089583,0.19062787294387817,0.9271186590194702,0.9334471225738525,0.944767415523529,0.16605253517627716,0.9324324131011963,0.9387755393981934
48,0.9395924210548401,0.00017754867440089583,0.19410602748394012,0.9284497499465942,0.9300341010093689,0.944767415523529,0.166762575507164,0.9266666769981384,0.9455782175064087
49,0.943231463432312,0.00017754867440089583,0.17504602670669556,0.9305084943771362,0.9368600845336914,0.9476743936538696,0.16623325645923615,0.9328858852386475,0.9455782175064087
50,0.9454148411750793,0.00017754867440089583,0.1743166595697403,0.9367521405220032,0.935153603553772,0.9418604373931885,0.16678714752197266,0.926174521446228,0.9387755393981934
